ID,age,current_occupation,first_interaction,profile_completed,website_visits,time_spent_on_website,page_views_per_visit,last_activity,print_media_type1,print_media_type2,digital_media,educational_channels,referral,status
EXT2399,37,Professional,Website,Medium,2,317,2.192,Website Activity,No,No,Yes,No,No,0
EXT2400,47,Professional,Mobile App,High,4,381,3.948,Email Activity,Yes,No,No,No,No,0
EXT2401,55,Unemployed,Mobile App,Medium,2,82,2.215,Phone Activity,No,No,No,No,No,0
EXT2402,46,Unemployed,Website,High,3,2202,3.452,Email Activity,No,No,No,No,No,0
EXT2403,47,Professional,Mobile App,High,1,1,3.15,Website Activity,Yes,No,No,No,No,0
EXT2404,60,Professional,Website,High,1,501,1.776,Website Activity,No,No,No,No,No,1
EXT2405,63,Unemployed,Mobile App,Medium,2,85,8.597,Email Activity,No,No,No,Yes,No,0
EXT2406,23,Student,Mobile App,Medium,7,548,3.048,Email Activity,No,No,No,No,No,0
EXT2407,32,Unemployed,Website,High,3,573,3.267,Email Activity,Yes,No,No,No,No,1
EXT2408,49,Professional,Mobile App,High,5,323,2.254,Email Activity,No,No,No,No,No,0
EXT2409,56,Professional,Website,High,1,141,3.635,Phone Activity,No,No,No,No,No,0
EXT2410,32,Professional,Website,High,2,2,3.108,Phone Activity,Yes,No,No,No,No,0
EXT2411,31,Professional,Website,Medium,4,137,2.183,Email Activity,No,No,No,No,No,0
EXT2412,60,Unemployed,Website,Medium,1,343,1.1,Phone Activity,No,No,No,No,No,0
EXT2413,47,Unemployed,Website,Medium,2,1801,2.239,Phone Activity,Yes,No,No,Yes,No,1
EXT2414,52,Unemployed,Mobile App,Medium,1,283,5.194,Website Activity,No,No,No,No,No,0
EXT2415,56,Professional,Website,Medium,7,356,2.98,Website Activity,No,No,No,No,No,1
EXT2416,27,Professional,Mobile App,Medium,5,401,2.219,Email Activity,No,No,No,No,No,0
EXT2417,44,Unemployed,Website,High,3,2089,2.073,Website Activity,No,No,No,No,No,1
EXT2418,59,Professional,Website,Medium,5,317,2.745,Phone Activity,No,No,No,No,No,0
EXT2419,61,Unemployed,Website,High,5,47,3.692,Website Activity,No,No,No,No,No,0
EXT2420,59,Professional,Website,High,2,645,5.378,Website Activity,No,No,No,No,No,1
EXT2421,57,Unemployed,Mobile App,Medium,3,2114,2.151,Email Activity,Yes,No,Yes,No,No,0
EXT2422,58,Professional,Website,Medium,1,179,0.301,Email Activity,Yes,No,No,Yes,No,0
EXT2423,59,Professional,Website,High,5,29,1.86,Email Activity,No,No,No,No,No,0
EXT2424,24,Student,Mobile App,High,0,0,0,Email Activity,Yes,No,No,No,No,0
EXT2425,55,Unemployed,Website,Medium,1,1298,0.224,Website Activity,No,No,No,No,No,1
EXT2426,56,Unemployed,Website,High,0,0,0,Phone Activity,Yes,No,No,No,No,0
EXT2427,63,Unemployed,Mobile App,High,6,124,0.91,Phone Activity,No,No,No,No,No,0
EXT2428,57,Professional,Website,High,2,329,8.602,Email Activity,No,No,No,No,No,1
EXT2429,22,Student,Website,Medium,2,75,1.976,Phone Activity,No,Yes,No,No,No,0
EXT2430,55,Professional,Mobile App,High,4,1575,3.646,Email Activity,No,No,No,No,No,0
EXT2431,58,Professional,Website,High,0,0,0,Email Activity,Yes,No,No,No,No,1
EXT2432,33,Professional,Website,Medium,2,1733,0.073,Phone Activity,No,No,No,No,No,0
EXT2433,57,Professional,Website,Medium,1,82,11.346,Email Activity,No,Yes,No,No,No,0
EXT2434,52,Professional,Mobile App,High,4,57,2.216,Phone Activity,No,No,No,No,No,0
EXT2435,59,Professional,Website,Medium,0,0,0,Phone Activity,No,No,Yes,Yes,No,0
EXT2436,55,Professional,Website,High,8,662,3.364,Email Activity,No,No,No,No,No,1
EXT2437,45,Unemployed,Mobile App,Medium,1,341,3.297,Email Activity,No,No,No,No,No,0
EXT2438,33,Professional,Website,Low,1,375,2.138,Phone Activity,No,No,No,No,No,0
EXT2439,59,Professional,Mobile App,Medium,1,587,2.827,Email Activity,No,No,No,No,No,0
EXT2440,62,Unemployed,Mobile App,High,6,61,5.477,Phone Activity,No,No,No,No,No,0
EXT2441,23,Student,Website,High,1,210,3.721,Email Activity,No,No,No,No,No,0
EXT2442,47,Professional,Mobile App,Medium,2,1605,3.706,Email Activity,No,No,No,No,No,0
EXT2443,57,Unemployed,Website,Medium,2,393,3.407,Email Activity,No,No,Yes,No,No,0
EXT2444,50,Professional,Website,Medium,3,51,1.909,Email Activity,No,No,No,Yes,No,0
EXT2445,60,Unemployed,Mobile App,High,2,26,5.61,Website Activity,No,No,No,No,No,0
EXT2446,37,Professional,Mobile App,Medium,2,43,2.267,Email Activity,No,No,No,No,No,0
EXT2447,44,Unemployed,Website,Medium,1,2047,0.169,Website Activity,No,No,No,No,No,1
EXT2448,21,Student,Website,Medium,1,2132,5.5,Phone Activity,No,No,No,No,No,0
EXT2449,58,Professional,Mobile App,High,12,1376,3.494,Email Activity,No,No,No,No,No,0
EXT2450,47,Unemployed,Website,High,2,47,3.043,Email Activity,No,No,No,No,No,1
EXT2451,55,Professional,Mobile App,High,1,53,0.079,Website Activity,No,No,No,No,No,0
EXT2452,39,Professional,Mobile App,High,2,75,3.506,Phone Activity,No,No,No,No,No,0
EXT2453,53,Professional,Mobile App,High,1,65,0.201,Email Activity,No,No,No,No,No,0
EXT2454,57,Unemployed,Mobile App,High,2,194,0.374,Phone Activity,No,No,No,No,No,0
EXT2455,35,Professional,Website,High,2,1658,0.215,Email Activity,Yes,No,Yes,No,No,1
EXT2456,29,Professional,Mobile App,Medium,4,139,3.648,Website Activity,No,No,No,No,No,0
EXT2457,59,Unemployed,Mobile App,Medium,1,1,3.53,Website Activity,No,No,No,No,No,0
EXT2458,51,Unemployed,Website,Medium,3,1659,3.482,Email Activity,No,No,No,Yes,No,0
EXT2459,53,Professional,Mobile App,High,5,1549,2.244,Website Activity,No,No,No,No,No,0
EXT2460,42,Unemployed,Website,High,9,156,0.205,Website Activity,No,No,No,No,No,0
EXT2461,59,Professional,Website,High,1,78,2.262,Email Activity,Yes,No,No,No,No,0
EXT2462,20,Student,Website,High,10,191,1.89,Website Activity,No,No,No,No,No,0
EXT2463,57,Unemployed,Mobile App,High,2,26,0.109,Email Activity,No,No,No,No,No,0
EXT2464,34,Unemployed,Mobile App,High,7,688,5.673,Email Activity,No,No,No,No,No,0
EXT2465,22,Student,Website,Medium,10,262,2.132,Phone Activity,No,No,No,Yes,No,0
EXT2466,58,Professional,Website,Medium,2,59,3.301,Email Activity,No,No,No,No,No,0
EXT2467,48,Professional,Website,High,1,266,5.812,Email Activity,No,No,No,No,No,1
EXT2468,31,Professional,Website,Medium,5,392,0.259,Email Activity,No,No,Yes,No,No,0
EXT2469,36,Professional,Mobile App,Medium,1,1846,2.278,Email Activity,No,No,No,No,No,1
EXT2470,60,Unemployed,Mobile App,Low,2,99,8.548,Email Activity,No,No,No,No,No,0
EXT2471,56,Professional,Website,High,2,1471,3.616,Email Activity,No,No,No,Yes,No,1
EXT2472,19,Student,Website,Medium,5,88,2.177,Phone Activity,No,No,No,No,No,0
EXT2473,57,Unemployed,Mobile App,Medium,1,351,3.818,Phone Activity,No,No,No,No,No,0
EXT2474,31,Professional,Mobile App,Medium,2,2065,2.179,Phone Activity,No,No,No,No,No,0
EXT2475,56,Professional,Website,High,8,43,0.096,Email Activity,No,No,No,No,No,1
EXT2476,49,Professional,Mobile App,Medium,3,279,1.926,Website Activity,No,No,No,No,No,0
EXT2477,45,Professional,Website,High,6,275,5.607,Email Activity,No,No,No,No,No,0
EXT2478,59,Professional,Mobile App,Medium,6,271,3.549,Phone Activity,No,Yes,No,No,No,0
EXT2479,56,Professional,Website,Medium,6,360,1.985,Website Activity,No,No,No,No,No,0
EXT2480,24,Student,Website,Low,3,614,1.57,Email Activity,No,Yes,No,No,No,0
EXT2481,58,Unemployed,Mobile App,Medium,3,282,2.155,Email Activity,No,No,No,Yes,No,0
EXT2482,59,Professional,Website,High,0,0,0,Email Activity,No,No,Yes,No,No,1
EXT2483,39,Professional,Mobile App,Medium,1,656,0.083,Website Activity,No,No,No,No,No,1
EXT2484,34,Professional,Website,High,2,317,3.501,Website Activity,No,No,No,No,No,1
EXT2485,58,Unemployed,Website,Medium,1,1386,2.152,Email Activity,No,No,No,No,No,0
EXT2486,29,Professional,Website,High,2,1734,2.086,Email Activity,No,No,No,Yes,No,1
EXT2487,24,Student,Website,Medium,5,161,3.754,Phone Activity,No,No,Yes,No,No,0
EXT2488,51,Professional,Website,Medium,5,402,1.3,Email Activity,No,No,No,No,No,0
EXT2489,53,Professional,Mobile App,High,4,599,2.148,Email Activity,No,No,No,No,No,0
EXT2490,60,Professional,Website,High,5,416,3.207,Email Activity,No,No,Yes,No,No,1
EXT2491,36,Professional,Website,High,2,456,2.977,Phone Activity,Yes,No,No,Yes,No,1
EXT2492,56,Professional,Website,Medium,2,1579,5.282,Email Activity,Yes,No,No,No,No,1
EXT2493,44,Professional,Website,Medium,2,83,5.466,Email Activity,No,No,No,No,No,0
EXT2494,21,Student,Website,High,4,147,3.521,Email Activity,Yes,No,No,Yes,No,1
EXT2495,57,Professional,Website,High,3,798,3.585,Website Activity,Yes,Yes,No,Yes,No,1
EXT2496,52,Professional,Website,Medium,4,182,1.971,Email Activity,Yes,No,No,No,No,0
EXT2497,44,Professional,Website,Medium,2,432,10.828,Email Activity,No,No,No,No,No,1
EXT2498,35,Professional,Website,High,2,2324,0.062,Phone Activity,No,No,No,No,No,1
EXT2499,32,Unemployed,Website,High,2,393,5.529,Email Activity,No,No,No,No,No,1
EXT2500,20,Student,Website,Medium,5,2234,3.007,Email Activity,No,No,No,No,No,0
EXT2501,36,Professional,Website,Medium,1,2132,0.154,Phone Activity,No,No,No,No,No,0
EXT2502,58,Professional,Website,High,5,255,3.932,Email Activity,No,No,No,Yes,No,1
EXT2503,57,Professional,Website,High,2,247,1.885,Website Activity,No,No,No,No,No,0
EXT2504,32,Unemployed,Website,High,1,1147,5.62,Phone Activity,No,No,Yes,Yes,No,1
EXT2505,54,Professional,Mobile App,Medium,3,1619,3.566,Phone Activity,No,No,No,Yes,No,0
EXT2506,62,Unemployed,Website,Medium,2,661,2.134,Phone Activity,Yes,No,No,No,No,0
EXT2507,59,Unemployed,Website,Medium,2,1503,2.249,Website Activity,No,No,No,No,No,1
EXT2508,57,Unemployed,Website,Medium,2,108,4.854,Email Activity,No,No,No,Yes,No,0
EXT2509,57,Professional,Website,Medium,2,287,2.212,Email Activity,No,No,No,Yes,No,0
EXT2510,54,Professional,Website,High,1,32,3.026,Phone Activity,No,No,No,Yes,No,1
EXT2511,58,Professional,Website,Medium,2,492,5.1,Email Activity,No,No,No,No,No,1
EXT2512,53,Unemployed,Website,High,9,211,3.1,Email Activity,No,No,No,No,No,0
EXT2513,22,Student,Website,Medium,1,1377,8.353,Phone Activity,No,No,No,Yes,No,0
EXT2514,19,Student,Website,High,4,1467,2.471,Email Activity,No,No,Yes,No,No,1
EXT2515,57,Professional,Website,Medium,1,93,5.374,Website Activity,No,No,No,No,No,0
EXT2516,57,Professional,Website,High,2,139,2.243,Email Activity,No,No,No,No,No,0
EXT2517,53,Professional,Website,Medium,2,366,0.26,Website Activity,Yes,No,No,No,No,0
EXT2518,45,Professional,Mobile App,Medium,4,1248,2.103,Phone Activity,Yes,No,No,No,No,0
EXT2519,39,Unemployed,Website,Medium,2,2029,2.199,Email Activity,No,No,No,No,No,0
EXT2520,23,Student,Mobile App,High,1,2348,5.248,Phone Activity,No,No,No,Yes,No,0
EXT2521,59,Professional,Website,Medium,2,1835,2.27,Email Activity,No,No,Yes,No,Yes,1
EXT2522,45,Unemployed,Mobile App,Medium,6,63,3.672,Website Activity,No,No,No,No,No,0
EXT2523,32,Unemployed,Website,High,3,291,2.105,Email Activity,No,No,No,No,No,0
EXT2524,57,Professional,Website,Medium,2,473,5.53,Email Activity,No,No,No,No,No,1
EXT2525,55,Professional,Mobile App,Medium,3,33,2.994,Phone Activity,No,No,No,No,No,0
EXT2526,39,Unemployed,Website,Medium,5,1716,3.9,Email Activity,No,No,No,No,No,0
EXT2527,48,Professional,Website,High,2,330,2.116,Email Activity,No,No,Yes,Yes,No,0
EXT2528,58,Professional,Mobile App,Medium,4,63,2.618,Email Activity,No,No,No,No,No,0
EXT2529,60,Professional,Website,Medium,4,2,3.772,Website Activity,No,No,No,Yes,No,0
EXT2530,46,Unemployed,Website,High,0,0,0,Email Activity,No,No,No,No,No,0
EXT2531,58,Unemployed,Website,Medium,4,283,5.662,Email Activity,No,Yes,No,Yes,No,0
EXT2532,51,Professional,Mobile App,High,1,357,2.293,Email Activity,No,No,No,No,No,0
EXT2533,41,Professional,Mobile App,High,2,731,1,Email Activity,No,Yes,No,No,Yes,1
EXT2534,45,Unemployed,Website,Medium,1,55,3.732,Email Activity,No,No,Yes,No,No,0
EXT2535,56,Professional,Website,Medium,10,1960,2.147,Email Activity,No,No,No,No,Yes,1
EXT2536,55,Unemployed,Mobile App,High,2,40,7.456,Phone Activity,No,No,No,No,No,0
EXT2537,18,Student,Mobile App,Medium,5,191,3.567,Email Activity,No,No,No,No,No,1
EXT2538,57,Unemployed,Website,Medium,5,41,2.218,Website Activity,No,No,No,No,No,0
EXT2539,60,Professional,Mobile App,High,5,1958,2.783,Email Activity,Yes,No,No,No,Yes,1
EXT2540,46,Professional,Website,Medium,5,442,3.613,Email Activity,No,No,Yes,Yes,No,1
EXT2541,58,Unemployed,Website,Medium,1,4,3.134,Email Activity,No,No,No,No,No,0
EXT2542,27,Professional,Website,Medium,11,272,0.217,Website Activity,Yes,No,No,No,No,1
EXT2543,56,Professional,Mobile App,High,2,2393,0.2,Website Activity,No,No,No,Yes,No,0
EXT2544,37,Professional,Website,Medium,5,390,3.707,Website Activity,No,No,No,No,No,0
EXT2545,58,Unemployed,Website,High,2,571,5.015,Phone Activity,No,No,No,No,No,0
EXT2546,39,Professional,Website,High,4,1,2.267,Phone Activity,No,No,No,No,Yes,1
EXT2547,46,Professional,Mobile App,Medium,2,602,2.164,Email Activity,No,Yes,No,No,No,0
EXT2548,57,Professional,Mobile App,High,1,545,3.627,Website Activity,Yes,No,No,No,No,1
EXT2549,19,Student,Mobile App,Medium,1,505,4.137,Email Activity,Yes,No,No,No,No,0
EXT2550,33,Professional,Mobile App,Medium,16,367,2.401,Email Activity,No,No,No,No,No,0
EXT2551,35,Professional,Website,High,6,304,0.114,Website Activity,No,No,Yes,No,No,1
EXT2552,57,Professional,Website,Medium,0,0,0,Email Activity,No,No,No,No,No,0
EXT2553,52,Professional,Website,Medium,5,65,3.481,Website Activity,Yes,No,No,No,No,0
EXT2554,41,Professional,Website,High,1,1,2.151,Email Activity,Yes,No,No,No,No,1
EXT2555,49,Professional,Mobile App,High,10,66,9.999,Email Activity,No,No,No,No,No,0
EXT2556,57,Unemployed,Mobile App,High,8,421,3.509,Email Activity,Yes,No,No,No,No,0
EXT2557,57,Unemployed,Mobile App,High,1,164,3.506,Website Activity,Yes,No,No,No,No,0
EXT2558,18,Student,Website,Medium,2,1808,5.339,Phone Activity,No,No,No,No,No,0
EXT2559,33,Unemployed,Website,High,3,239,3.163,Website Activity,No,No,No,No,No,0
EXT2560,63,Unemployed,Website,Medium,0,0,0,Phone Activity,No,No,No,No,No,0
EXT2561,46,Professional,Mobile App,High,1,63,2.232,Email Activity,No,No,No,Yes,No,0
EXT2562,55,Professional,Mobile App,High,2,65,2.166,Email Activity,Yes,No,No,No,No,0
EXT2563,59,Professional,Website,Medium,11,2388,11.512,Email Activity,No,No,No,Yes,No,1
EXT2564,57,Professional,Website,High,3,1291,2.703,Phone Activity,No,No,No,No,No,1
EXT2565,33,Professional,Mobile App,High,2,437,0.179,Email Activity,No,No,No,No,No,0
EXT2566,60,Professional,Website,Low,2,77,7.511,Website Activity,Yes,No,No,No,No,0
EXT2567,18,Student,Website,Medium,3,62,3.413,Email Activity,No,No,No,No,No,0
EXT2568,58,Professional,Website,High,2,303,3.374,Phone Activity,No,No,No,No,No,1
EXT2569,20,Student,Website,Medium,6,158,5.005,Phone Activity,No,No,No,No,No,0
EXT2570,59,Professional,Website,High,3,316,14.147,Website Activity,No,No,Yes,No,No,0
EXT2571,59,Professional,Website,Medium,6,924,2.165,Email Activity,Yes,No,No,No,No,1
EXT2572,58,Unemployed,Mobile App,High,2,52,2.24,Email Activity,No,No,No,Yes,No,0
EXT2573,55,Unemployed,Website,Medium,3,1723,2.042,Website Activity,No,No,No,No,No,0
EXT2574,41,Professional,Mobile App,High,2,1605,0.112,Email Activity,No,No,Yes,Yes,No,0
EXT2575,53,Unemployed,Mobile App,High,1,42,2.216,Website Activity,No,No,No,No,No,0
EXT2576,23,Student,Website,High,3,191,0.163,Email Activity,No,No,No,No,No,0
EXT2577,50,Professional,Mobile App,Medium,5,190,3.467,Email Activity,No,No,No,No,No,0
EXT2578,33,Professional,Mobile App,Medium,8,419,11.345,Phone Activity,No,No,No,No,No,0
EXT2579,18,Student,Mobile App,High,1,297,1.074,Email Activity,No,No,No,Yes,No,0
EXT2580,49,Professional,Mobile App,High,1,97,2.188,Email Activity,No,No,No,No,No,0
EXT2581,18,Student,Mobile App,Medium,1,121,8.835,Email Activity,No,No,No,No,No,0
EXT2582,33,Unemployed,Website,High,5,402,0.192,Phone Activity,No,No,No,No,No,0
EXT2583,51,Professional,Mobile App,Medium,9,144,2.109,Website Activity,No,No,No,No,No,0
EXT2584,58,Professional,Website,High,1,1534,8.023,Email Activity,No,No,No,Yes,No,1
EXT2585,41,Unemployed,Mobile App,High,1,59,2.155,Website Activity,No,No,No,Yes,No,0
EXT2586,21,Student,Website,Medium,7,253,10.538,Email Activity,No,No,No,No,No,0
EXT2587,60,Unemployed,Mobile App,Medium,2,1798,7.678,Email Activity,No,No,No,No,No,0
EXT2588,58,Professional,Website,Medium,1,238,1.75,Phone Activity,No,No,Yes,Yes,No,0
EXT2589,52,Professional,Website,High,2,409,2.154,Email Activity,No,No,No,No,No,0
EXT2590,53,Unemployed,Mobile App,High,3,65,3.149,Email Activity,No,No,Yes,Yes,No,0
EXT2591,33,Unemployed,Mobile App,High,5,1339,2.103,Phone Activity,No,No,No,No,No,0
EXT2592,50,Professional,Mobile App,High,5,367,3.405,Email Activity,No,No,No,Yes,No,0
EXT2593,59,Professional,Mobile App,High,5,1354,2.447,Email Activity,No,No,No,Yes,No,0
EXT2594,47,Professional,Mobile App,Medium,4,86,5.71,Email Activity,No,No,Yes,No,No,0
EXT2595,46,Professional,Website,High,2,2092,2.218,Email Activity,No,No,No,No,Yes,1
EXT2596,57,Professional,Website,High,6,2249,3.285,Email Activity,No,No,No,Yes,No,1
EXT2597,56,Unemployed,Mobile App,High,2,391,1.984,Email Activity,No,No,No,No,No,0
EXT2598,56,Professional,Mobile App,High,4,516,3.637,Email Activity,No,No,No,No,No,0
EXT2599,51,Unemployed,Website,High,3,555,1.842,Email Activity,No,No,No,No,No,1
EXT2600,32,Unemployed,Website,Medium,2,968,0.235,Website Activity,No,No,No,No,No,0
EXT2601,56,Professional,Mobile App,High,1,119,4.486,Website Activity,No,No,No,No,No,0
EXT2602,21,Student,Mobile App,Medium,2,1472,2.017,Phone Activity,No,No,No,No,No,0
EXT2603,42,Professional,Mobile App,Medium,3,1,5.511,Phone Activity,No,No,No,Yes,No,0
EXT2604,24,Student,Website,Medium,1,1461,8.121,Email Activity,No,No,No,No,No,0
EXT2605,60,Unemployed,Mobile App,Medium,6,1234,1.979,Phone Activity,No,Yes,No,No,No,1
EXT2606,23,Student,Website,High,0,0,0,Email Activity,No,No,Yes,No,No,0
EXT2607,55,Professional,Website,High,3,393,2.065,Email Activity,No,No,No,No,No,1
EXT2608,58,Unemployed,Website,High,2,2378,11.5,Phone Activity,No,No,Yes,No,No,1
EXT2609,56,Unemployed,Mobile App,Medium,4,2278,11.5,Phone Activity,No,No,No,No,No,0
EXT2610,49,Professional,Website,Medium,1,260,3.182,Email Activity,No,No,No,No,No,0
EXT2611,23,Student,Website,Medium,3,440,4.324,Email Activity,No,No,No,No,No,0
EXT2612,54,Unemployed,Website,Medium,5,1902,3.744,Website Activity,No,No,No,No,No,1
EXT2613,56,Professional,Website,Medium,2,163,2.141,Email Activity,No,No,No,No,No,0
EXT2614,32,Professional,Website,Medium,3,553,0.076,Website Activity,No,Yes,No,No,No,1
EXT2615,58,Professional,Website,High,6,1890,1.984,Phone Activity,No,No,No,Yes,No,1
EXT2616,54,Unemployed,Mobile App,High,1,1139,5.45,Email Activity,No,No,Yes,No,No,0
EXT2617,56,Professional,Mobile App,Medium,6,535,3.743,Website Activity,No,No,No,No,No,0
EXT2618,18,Student,Website,High,3,1114,3.586,Phone Activity,Yes,No,No,No,No,0
EXT2619,20,Student,Website,High,4,203,3.841,Website Activity,No,No,No,No,No,0
EXT2620,59,Professional,Website,Medium,2,685,3.275,Email Activity,No,No,No,No,No,1
EXT2621,48,Professional,Website,Medium,1,224,2.167,Email Activity,No,No,No,No,No,0
EXT2622,54,Unemployed,Mobile App,Medium,8,1465,3.292,Phone Activity,No,No,No,No,No,0
EXT2623,46,Professional,Mobile App,High,8,378,5.508,Phone Activity,No,No,No,No,No,0
EXT2624,40,Professional,Mobile App,High,1,729,2.972,Email Activity,No,Yes,No,Yes,No,0
EXT2625,63,Unemployed,Website,High,7,599,5.598,Email Activity,No,No,No,No,No,1
EXT2626,39,Unemployed,Mobile App,High,1,50,3.048,Email Activity,No,No,No,No,No,0
EXT2627,58,Professional,Mobile App,Medium,0,0,0,Phone Activity,Yes,No,Yes,No,No,0
EXT2628,60,Professional,Website,Medium,1,233,7.489,Email Activity,No,No,No,No,No,0
EXT2629,54,Unemployed,Website,High,2,318,3.419,Website Activity,No,No,Yes,No,No,0
EXT2630,21,Student,Mobile App,Medium,4,384,0.728,Email Activity,No,No,No,No,No,0
EXT2631,49,Unemployed,Mobile App,Medium,5,2020,1.529,Phone Activity,Yes,No,No,No,No,0
EXT2632,58,Professional,Mobile App,Medium,5,183,2.241,Email Activity,No,Yes,Yes,No,No,0
EXT2633,59,Professional,Website,Medium,3,1,0,Email Activity,No,No,No,No,No,0
EXT2634,59,Unemployed,Website,Medium,1,92,3.748,Email Activity,No,No,No,No,No,0
EXT2635,58,Unemployed,Website,Medium,5,1274,1.989,Phone Activity,No,No,No,No,No,0
EXT2636,57,Professional,Website,High,2,1968,2.115,Phone Activity,No,No,No,No,No,1
EXT2637,62,Unemployed,Website,High,4,286,2.067,Website Activity,No,No,No,No,No,0
EXT2638,36,Unemployed,Mobile App,High,1,493,3.763,Email Activity,Yes,No,No,No,No,0
EXT2639,42,Professional,Mobile App,Medium,14,57,2.086,Phone Activity,No,No,No,No,No,0
EXT2640,37,Professional,Website,Medium,3,1681,2.043,Website Activity,Yes,No,Yes,No,Yes,1
EXT2641,45,Professional,Website,Medium,1,394,3.888,Phone Activity,No,No,No,No,No,0
EXT2642,53,Professional,Mobile App,High,6,452,2.177,Website Activity,No,No,No,No,No,0
EXT2643,56,Professional,Website,High,17,1626,2.236,Website Activity,No,No,No,No,No,1
EXT2644,20,Student,Website,High,5,60,3.34,Email Activity,No,No,No,No,No,0
EXT2645,40,Professional,Mobile App,High,1,291,0.301,Phone Activity,Yes,No,No,No,No,0
EXT2646,56,Unemployed,Mobile App,Medium,3,215,2.161,Website Activity,Yes,No,Yes,No,No,0
EXT2647,50,Professional,Mobile App,High,1,1549,3.696,Website Activity,No,Yes,No,No,No,0
EXT2648,58,Professional,Mobile App,High,1,1,2.969,Phone Activity,Yes,No,No,No,No,0
EXT2649,63,Unemployed,Mobile App,High,2,2066,3.5,Email Activity,Yes,No,Yes,No,No,0
EXT2650,24,Student,Mobile App,Medium,6,124,2.216,Email Activity,No,No,No,No,No,0
EXT2651,58,Unemployed,Website,Medium,1,566,3.447,Phone Activity,No,No,No,No,No,1
EXT2652,57,Professional,Mobile App,Medium,0,0,0,Phone Activity,No,No,No,No,No,0
EXT2653,56,Professional,Website,Medium,4,1,2.238,Email Activity,No,No,No,No,No,0
EXT2654,63,Unemployed,Mobile App,High,4,2248,3.388,Email Activity,No,No,Yes,No,No,0
EXT2655,59,Professional,Mobile App,High,2,234,0.105,Email Activity,No,No,No,No,No,0
EXT2656,55,Professional,Website,High,8,155,2.228,Email Activity,No,No,Yes,No,No,1
EXT2657,30,Professional,Mobile App,High,3,2412,0.257,Email Activity,No,No,No,No,No,0
EXT2658,32,Unemployed,Website,High,1,586,3.441,Website Activity,No,No,No,No,No,1
EXT2659,58,Professional,Mobile App,Medium,2,724,3.272,Website Activity,No,No,No,No,No,0
EXT2660,60,Professional,Mobile App,High,5,265,8.627,Phone Activity,No,No,No,Yes,No,0
EXT2661,56,Professional,Mobile App,High,3,2404,3.29,Email Activity,No,No,No,No,No,0
EXT2662,45,Unemployed,Mobile App,Medium,3,85,2.25,Website Activity,No,No,No,No,No,0
EXT2663,59,Professional,Mobile App,Medium,4,51,3.712,Website Activity,No,No,No,No,No,0
EXT2664,59,Unemployed,Mobile App,Medium,1,287,3.245,Email Activity,No,No,Yes,No,No,0
EXT2665,37,Professional,Mobile App,High,2,1827,6.88,Website Activity,No,No,No,No,No,1
EXT2666,57,Professional,Mobile App,High,0,0,0,Email Activity,No,No,No,Yes,No,0
EXT2667,44,Unemployed,Website,Medium,3,1858,5.455,Website Activity,No,No,No,No,No,1
EXT2668,60,Professional,Website,Medium,2,86,0.129,Email Activity,No,No,No,Yes,No,0
EXT2669,56,Unemployed,Mobile App,High,5,303,3.426,Email Activity,No,No,No,No,No,0
EXT2670,57,Professional,Website,Medium,5,64,2.241,Phone Activity,No,No,No,No,No,0
EXT2671,56,Professional,Website,Medium,2,351,3.63,Email Activity,Yes,No,No,Yes,No,0
EXT2672,32,Unemployed,Website,Medium,1,277,1.684,Email Activity,No,No,No,No,No,0
EXT2673,45,Professional,Website,High,5,308,0.032,Website Activity,No,No,No,No,No,1
EXT2674,56,Professional,Mobile App,Medium,19,330,2.186,Email Activity,No,No,No,Yes,No,0
EXT2675,47,Professional,Mobile App,Medium,0,0,0,Phone Activity,No,No,No,No,No,0
EXT2676,45,Professional,Website,Low,5,394,3.38,Phone Activity,No,No,No,No,No,1
EXT2677,57,Unemployed,Website,Medium,4,729,3.277,Phone Activity,No,No,No,No,No,1
EXT2678,31,Professional,Website,High,3,438,11.8,Phone Activity,No,No,Yes,No,No,1
EXT2679,55,Professional,Website,Medium,2,609,2.188,Website Activity,Yes,No,No,No,No,1
EXT2680,38,Professional,Mobile App,High,5,88,3.786,Website Activity,Yes,No,No,No,No,0
EXT2681,57,Professional,Website,Medium,3,1880,2.115,Email Activity,No,No,No,Yes,No,1
EXT2682,46,Professional,Mobile App,Medium,7,1490,3.268,Phone Activity,No,No,No,Yes,No,0
EXT2683,48,Professional,Website,Medium,6,415,5.797,Email Activity,No,No,No,No,No,0
EXT2684,54,Professional,Mobile App,Medium,2,60,2.092,Email Activity,No,No,Yes,No,No,0
EXT2685,32,Unemployed,Mobile App,Medium,2,79,8.289,Phone Activity,No,No,No,Yes,No,0
EXT2686,59,Professional,Mobile App,High,5,617,2.169,Email Activity,No,No,No,No,No,0
EXT2687,37,Professional,Mobile App,Medium,1,331,3.072,Email Activity,No,No,No,No,No,0
EXT2688,30,Professional,Mobile App,Medium,4,1696,2.216,Website Activity,No,No,No,No,No,0
EXT2689,23,Student,Website,High,2,105,2.22,Email Activity,No,No,No,No,No,0
EXT2690,54,Professional,Website,High,6,91,3.618,Email Activity,Yes,No,No,No,No,1
EXT2691,60,Professional,Website,High,3,2027,3.755,Website Activity,No,No,No,No,No,1
EXT2692,20,Student,Website,Medium,2,78,2.886,Email Activity,No,No,No,Yes,No,0
EXT2693,59,Unemployed,Website,High,5,98,1.701,Email Activity,No,No,No,Yes,No,0
